avg_year_temp,ph,rainfall,N,P,K,crop
24.3773826629,6.0697635964,89.59702705,8.1101618935,24.6381370651,0.0,cowpea
34.6329738485,5.9787355063,85.9169150796,6.2942631932,21.0189741801,0.0,cowpea
26.8657741447,5.8763566858,109.010112434,9.516454478,20.7955092178,0.0,cowpea
22.2847976042,5.7442258929,81.870364729,7.4230877415,21.2082169545,0.0,cowpea
28.2581296544,6.1490730685,83.0602589143,10.1163235147,19.7499684855,0.0,cowpea
27.7288479203,5.5782237005,100.0625814195,4.5874541861,21.6145598919,0.0,cowpea
27.4188231552,5.6151846828,99.2961056453,8.5425715238,19.1671177057,0.0,cowpea
23.5394964131,6.2107381453,77.8821715226,5.548162975,20.5279858953,0.0,cowpea
30.0794615853,6.3259654455,93.1406351641,5.4227066979,19.4408104333,0.0,cowpea
25.5074227713,6.0011021794,84.9596219721,5.1398975459,19.3902220788,0.0,cowpea
22.1188436395,5.626358432,100.1231162517,9.7633656455,19.4284210546,0.0,cowpea
22.2468729324,5.5093953879,90.8564804103,8.3307749063,22.9636939354,0.0,cowpea
23.8776825712,5.5792197947,77.7428020013,9.6399701168,19.0905733385,0.0,cowpea
29.2122752699,5.8822208234,93.5364647954,6.2325962202,22.1114286552,0.0,cowpea
25.3464918866,6.1978919402,105.6108499293,9.9825296179,19.545743677,0.0,cowpea
26.2064846117,5.6404903421,109.1265003863,8.2078892656,19.3082398613,0.0,cowpea
33.3395551549,6.3093378638,76.6398601156,9.176009158,21.626219192,0.0,cowpea
31.130024625,6.3504676392,106.6370988889,7.4359460784,24.3818501475,0.0,cowpea
33.102424274,5.8571154051,75.9862390071,6.7515692486,20.7527259731,0.0,cowpea
28.7351601678,6.1988662276,101.7137767539,8.8510707808,23.6020117595,0.0,cowpea
33.1840051811,5.9925925023,78.2353706901,8.3044535624,22.8339466184,0.0,cowpea
34.4786074722,5.9166312729,103.7356589936,4.5824419091,21.0884227583,0.0,cowpea
34.1889987242,6.2321238686,86.7419304601,10.3821714562,19.6821826762,0.0,cowpea
31.7183677391,5.6395936293,87.7989134738,4.9961163584,20.9423892771,0.0,cowpea
33.0678351427,5.8270426923,109.103807418,7.796297135,24.1236248911,0.0,cowpea
27.9232244881,6.4816091126,88.0903609414,7.4166478549,21.9748449999,0.0,cowpea
27.013025191,6.3555729543,103.9401722623,6.9008330064,22.5807656517,0.0,cowpea
29.4739893877,6.0219931695,96.2635647471,5.3279684651,22.2931754661,0.0,cowpea
22.5789007765,5.9776117271,83.9212106352,6.5867600276,23.8883364242,0.0,cowpea
32.1281352286,6.4031887354,89.4802500765,7.7159951381,22.3599752582,0.0,cowpea
31.9270860256,6.2377307508,101.1603672834,5.9625682172,20.5704710358,0.0,cowpea
27.7927402222,6.1138216893,92.3305690238,6.2887203542,19.0983228649,0.0,cowpea
27.5005313945,6.1908192134,82.4530193479,5.5649724755,23.6257907331,0.0,cowpea
34.8432942153,5.7962304519,82.3703356505,5.190722995,20.1329932556,0.0,cowpea
30.6992195965,6.2197444027,107.9886470799,8.9344490382,23.7250322234,0.0,cowpea
25.6115699996,6.2771064313,82.9937383876,5.2983852352,23.7754923207,0.0,cowpea
22.3042381852,5.9422460993,80.2489739411,9.1720888516,20.8262134982,0.0,cowpea
26.8665065206,5.7109709049,95.8744755155,10.1525892959,21.6707851369,0.0,cowpea
32.7312040564,5.8117170871,81.9873312286,9.704201644,24.2567944462,0.0,cowpea
34.4454319707,5.7590409161,92.00432358,8.4890125038,23.6783538328,0.0,cowpea
33.4007589455,5.8490676337,94.2855685804,9.4641247406,24.8328907019,0.0,cowpea
28.1470778258,5.7987715902,92.7303657553,5.0263673698,19.9019942843,0.0,cowpea
27.8258213621,6.257611875,76.3768146707,8.8610562948,22.2814216568,0.0,cowpea
33.5414609209,6.2875550063,103.4484078026,7.7642078167,24.4416712281,0.0,cowpea
26.4538806599,5.8431802062,109.8106918155,5.8584740881,23.723075956,0.0,cowpea
23.7427230778,6.4373272244,91.8996605167,5.7084657663,21.3350034063,0.0,cowpea
22.5534072179,6.1181276862,80.5391493692,7.691280076,23.4629777306,0.0,cowpea
25.8346538381,6.3715413164,103.0078603309,6.7120356981,24.0851418436,0.0,cowpea
33.3163466517,5.7602579796,84.3132647619,5.661117306,20.5942149628,0.0,cowpea
32.9054413555,5.5748308778,103.4273758004,6.2172724857,19.1856511631,0.0,cowpea
22.8402662296,6.0278733265,100.9275325695,5.447445388,23.7184090637,0.0,cowpea
22.6879181225,6.4480802358,77.743145828,7.2971649535,20.363591932,0.0,cowpea
23.8274474505,6.0200188537,106.7448103456,8.6000624189,23.8350665818,0.0,cowpea
32.2414153584,6.2264722562,89.2729971784,7.4344973062,23.0870230629,0.0,cowpea
27.4176282018,5.6248219073,102.382376663,6.9359184625,24.4298407885,0.0,cowpea
22.4799520159,6.0872232739,91.8858574017,4.7985571077,19.4624213681,0.0,cowpea
22.508258224,6.1996529887,101.892692094,5.0692101092,19.0265377634,0.0,cowpea
25.3561628124,5.561400708,106.9363130163,8.5513969263,20.5676869293,0.0,cowpea
33.7800110147,5.5193656509,105.980305974,5.0604133164,23.7784003404,0.0,cowpea
32.2739766175,5.569370836,99.5213378859,5.2090927573,19.8699491752,0.0,cowpea
29.7261449462,6.1541074162,105.26562519,4.9178368256,20.7602624424,0.0,cowpea
28.7892386097,5.530832312,100.0295336775,9.506222468,19.9919237386,0.0,cowpea
23.9758529201,6.1187953659,104.1274895787,5.2749438007,23.2595254322,0.0,cowpea
27.0194697872,6.3857705971,83.6105723596,9.8529576645,23.0044630846,0.0,cowpea
31.7403439465,6.2467968483,94.7546339571,5.4395261656,23.5514853259,0.0,cowpea
32.8892710452,6.1141420597,94.1428118559,10.155679637,24.6725847637,0.0,cowpea
25.7224029409,5.6523966522,79.0417461601,7.022547381,22.0003843308,0.0,cowpea
27.1959930925,5.9265067423,85.2951943111,7.4096747178,23.9981787991,0.0,cowpea
25.5800009692,5.6595965846,83.8505077199,8.9586869381,20.9919800512,0.0,cowpea
30.977565093,5.7899938264,96.674878365,7.2763606367,22.2650802889,0.0,cowpea
22.0097662897,5.7632380538,101.9087217608,6.7928397258,24.2117150464,0.0,cowpea
30.4906653562,5.5473879643,80.4091503658,6.068047376,20.9435480722,0.0,cowpea
30.8271501196,5.6729928853,109.2563241931,9.2496516882,19.4140002074,0.0,cowpea
27.7965753473,5.7561594009,77.2208645716,5.7028660273,20.108744724,0.0,cowpea
27.1294779507,5.6714397017,82.1506125452,7.6188694341,21.9717957905,0.0,cowpea
22.5063832272,5.9998701214,108.8360754434,7.7303248935,24.3634701733,0.0,cowpea
25.5015491043,5.9845294184,76.8040603054,7.5775546931,24.2666889556,0.0,cowpea
23.3399488608,5.9541731535,98.8662771292,8.7647704029,22.8197566844,0.0,cowpea
27.4656813893,5.5446245097,103.534637756,6.3105845572,23.680304677,0.0,cowpea
31.9312325758,5.8746950513,103.4871081586,5.8698034503,21.5165569451,0.0,cowpea
33.159874988,6.1215627333,76.5437064078,8.6216945322,21.5851976526,0.0,cowpea
31.1830558457,5.6451707274,99.4326069374,5.0148753856,20.618068594,0.0,cowpea
31.2083819234,6.2389051487,96.3184459111,7.0155014364,19.1546814043,0.0,cowpea
25.1748397792,6.0843611059,78.2828062377,7.7762654095,22.7306750083,0.0,cowpea
33.1633665495,6.0307390605,81.8610939877,8.3515310624,20.6937874937,0.0,cowpea
24.5340061263,6.2422484188,104.2089601256,6.1158016571,22.215693627,0.0,cowpea
29.4935125935,5.7121399945,93.5505039805,5.1327629174,23.0311339033,0.0,cowpea
32.1364507964,6.4469548836,87.4426413792,5.6471036693,23.0647447609,0.0,cowpea
31.3002448784,6.3763157957,105.6587323914,5.9729165485,22.9226186857,0.0,cowpea
31.7990986505,6.1330859101,96.6452891079,6.5066537522,24.9268806557,0.0,cowpea
30.5989329717,6.4515023146,78.8267981739,4.8427914339,22.2957803255,0.0,cowpea
23.7843871723,6.1626378388,89.3774174756,9.9483607738,22.1609723315,0.0,cowpea
25.8551563907,6.0628315553,75.4352871941,4.5327007256,24.8856814236,0.0,cowpea
29.1926897909,5.7255064597,94.6744263159,7.5323735879,22.5729711392,0.0,cowpea
28.8202734142,6.0448844909,79.8167698641,9.6039764037,23.9446279267,0.0,cowpea
30.1248338102,5.8700171651,90.1561898648,4.8528168776,24.4629078973,0.0,cowpea
31.7075744965,5.7045162503,81.6715938262,10.370246678,19.3078629286,0.0,cowpea
25.0749358905,5.6287389218,100.3149607479,4.7464441703,19.9813195824,0.0,cowpea
31.0791337695,6.0290850735,89.5947480828,7.174678376,19.8801507571,0.0,cowpea
34.6854878329,6.0104598574,83.020709575,4.5419337376,19.8123986495,0.0,cowpea
29.8199354703,5.8080263271,88.3697800221,5.7203136553,22.440595933,0.0,cowpea
27.3453399884,5.9987288778,97.8245605442,8.7495219159,19.2050018354,0.0,cowpea
26.2658575527,5.8563697415,76.6510868657,5.5894005185,19.0361690272,0.0,cowpea
27.5899401393,6.3115896744,100.6348930603,8.8647193495,23.9313524017,0.0,cowpea
25.1666849204,6.0290119526,100.6205981654,5.5261568551,20.2909885704,0.0,cowpea
32.3259485273,6.2458141327,99.2105814354,8.9155429818,23.8788438211,0.0,cowpea
27.3557046152,6.2143197058,76.7589347004,5.0126558356,23.4371773368,0.0,cowpea
24.1379500695,6.2404836011,91.876414558,6.0269605015,22.9924101993,0.0,cowpea
30.1998047094,5.5563722016,75.37710392,6.1521437901,19.4944285247,0.0,cowpea
25.4274980045,6.3417179946,105.4874735045,4.5228442332,23.847251603,0.0,cowpea
25.4915011834,6.1359791847,89.1816041334,6.7145926212,19.2232906586,0.0,cowpea
24.6480750391,6.1642751496,84.7967110133,5.5022526902,21.7404477197,0.0,cowpea
27.2328079968,6.4309337744,92.3786734753,8.6802412311,21.5609762671,0.0,cowpea
25.283034552,6.2638285909,75.3081921709,5.7047696493,22.1055978947,0.0,cowpea
31.6212486506,5.9322655763,89.5693105671,8.3080447905,21.0921379844,0.0,cowpea
33.8290284308,6.3853821393,78.1014143814,9.0426290439,20.670432461,0.0,cowpea
23.4613244023,5.5017946246,80.991515844,7.1007096092,19.5026380174,0.0,cowpea
33.6906188417,5.6513644709,100.8747727993,9.7247473281,19.4607346515,0.0,cowpea
30.0549684538,5.6915874281,85.8641971894,8.2477034881,21.6206930653,0.0,cowpea
24.7654545639,5.7237432233,93.2833033895,8.7266951428,20.2727752067,0.0,cowpea
31.4198717445,6.2975995078,106.886118335,6.9172528958,19.5757506143,0.0,cowpea
24.6042653987,6.0965518589,83.3506936937,4.5208330411,23.4122701752,0.0,cowpea
24.7432155164,5.9841083518,96.3658672205,5.822957029,21.994747201,0.0,cowpea
27.0465377084,5.6316068933,101.0929464249,4.9626740498,21.8968649842,0.0,cowpea
34.4471558001,6.3453373448,100.8179513971,7.516901571,19.0856067636,0.0,cowpea
30.7396987741,5.7997675535,91.9854447922,10.1071005061,23.36507027,0.0,cowpea
34.4275346709,5.8133258935,76.7788613534,7.197631844,19.684779811,0.0,cowpea
22.0389755126,6.3936075025,105.940793298,5.9406693759,22.1379281179,0.0,cowpea
28.1575173241,5.6862568593,81.8993862287,6.7213463867,20.1815292506,0.0,cowpea
29.7081972213,5.9672789655,92.7277462427,9.0068116227,23.6351023631,0.0,cowpea
23.7826238484,6.3089661716,79.2501175953,9.048646198,21.4673485354,0.0,cowpea
23.537303674,6.6866274176,39.5956271846,6.1735602937,25.9403280753,0.0,mustard
24.9237001804,6.0494153819,27.2785519354,7.1669529591,23.0411233045,0.0,mustard
22.8491297898,6.6774496154,34.4416914936,9.3402731803,23.4116741845,0.0,mustard
24.6140335702,6.6273018933,37.1043044277,8.9741844975,25.3088925276,0.0,mustard
22.8334626224,6.8568414511,26.0872514658,8.3985943239,22.014018938,0.0,mustard
24.2977581694,6.2662289478,33.8046790341,7.4565086411,23.4010617961,0.0,mustard
22.0947065715,6.9068848991,30.1489747809,7.9922976309,22.6162465056,0.0,mustard
22.0221134787,6.1658241072,29.2539037871,8.138691713,24.6778723032,0.0,mustard
22.1570977722,6.0882185533,39.1668437914,6.9855477184,25.7128663346,0.0,mustard
22.9340732198,6.0468243368,33.458563868,7.441025556,24.7750864655,0.0,mustard
23.0917085628,6.0278089531,30.4252820782,8.8026003817,27.4013983383,0.0,mustard
22.227040289,6.4512933537,37.8946246818,6.1277484184,26.9555277436,0.0,mustard
23.2220183403,7.0323864265,26.9159069315,8.5439444754,23.5550217563,0.0,mustard
22.4426590778,6.4478116752,28.7433414419,8.9300173728,25.5587738215,0.0,mustard
24.1546750692,6.7152291045,36.6007999584,6.5593075231,25.5667426558,0.0,mustard
22.4622453947,6.6605105555,31.3552338849,8.0665620714,27.5015129618,0.0,mustard
22.4895127664,6.9116614366,34.6569097142,6.8113211795,27.5990743838,0.0,mustard
24.6878918485,6.9396678668,26.2236815926,8.5097321264,25.8509636056,0.0,mustard
24.0661258736,6.9920768709,38.1161438123,9.3853504503,27.5602246467,0.0,mustard
22.85837717,6.8473743199,33.4263893457,6.0429519413,23.4617212489,0.0,mustard
22.5522620659,7.316279268,30.3382918182,6.0234460977,26.012863428,0.0,mustard
22.2482708162,6.8246415406,30.089172643,8.7005928015,22.2947280805,0.0,mustard
23.3058679234,7.1364511704,36.3150255047,7.3368587658,26.09168775,0.0,mustard
24.3476013141,6.7774689283,35.56897476,7.9317530911,24.7217706369,0.0,mustard
22.1931931875,6.226292078,31.2959342236,6.609856243,26.6537102144,0.0,mustard
24.9761696077,7.1907523072,28.7033088164,9.8833425746,26.5357174166,0.0,mustard
23.0745888606,6.2450711095,36.0994123961,7.4538364079,24.4659470893,0.0,mustard
23.1877430595,7.2050887241,31.5612498457,8.448736985,23.4993801293,0.0,mustard
24.6724772592,6.7868050351,28.6191654784,9.6859100654,27.636900053,0.0,mustard
23.7339086627,6.6707158092,35.3854486956,7.8385069209,26.6948189131,0.0,mustard
23.8479017576,7.0124757105,29.7170081364,9.0944644125,27.5236911283,0.0,mustard
22.9840245912,6.4538552478,27.8975856024,7.8372792864,26.4611561199,0.0,mustard
22.9559295361,7.3018249959,38.382520632,9.5817096914,22.4687728882,0.0,mustard
24.5445501804,6.3931046883,30.8553603861,6.9168979379,22.09758832,0.0,mustard
23.3654147695,7.0914812298,28.5574532614,6.5037656862,22.1417868629,0.0,mustard
24.258294059,6.1456591206,32.0012202989,9.769395268,26.1368697842,0.0,mustard
24.1453897368,6.1349152487,36.6907229282,6.3562332998,24.6195688111,0.0,mustard
24.1989218289,6.6097016431,37.5510088395,9.952406298,23.7306377107,0.0,mustard
23.9565248245,6.885034283,37.1421602484,7.7170742681,26.7012548215,0.0,mustard
24.5807678738,6.5742739624,37.7324572221,9.4849042386,27.5959923084,0.0,mustard
23.4742938317,6.1081844254,31.4398692416,6.9423070002,22.7508664061,0.0,mustard
23.0602018796,7.2815306871,26.6528488348,7.415711863,24.935163222,0.0,mustard
22.3417282364,6.4261990089,32.2204990947,9.006747648,27.9078546014,0.0,mustard
24.0533815737,6.3194971044,31.8950767323,9.3120426887,25.9055976173,0.0,mustard
23.473864742,6.4825467134,26.5663239038,9.4959117344,24.30346839,0.0,mustard
23.4268954791,7.3554001335,25.3887108063,8.7083362525,24.9809739022,0.0,mustard
22.1893221428,6.6402854303,36.4984556791,6.3624016626,26.0207697729,0.0,mustard
24.27177548,6.8556155041,29.6951514914,7.8391445726,25.2208167763,0.0,mustard
23.786077787,6.8750269796,36.1894257978,8.5936091924,23.7196033137,0.0,mustard
24.3093196269,6.2591870179,39.0712386851,8.142366204,22.2631025241,0.0,mustard
24.8677735343,7.2726133872,28.7875225079,6.390658992,26.5070166261,0.0,mustard
23.2807313097,7.1348011707,32.1128794299,6.969369592,23.077197409,0.0,mustard
22.1395892027,6.8401258516,35.4001138615,8.0768879215,25.275228091,0.0,mustard
22.3591674894,7.1679578302,34.0375328769,8.7344631334,25.1127246188,0.0,mustard
23.8710152348,6.7555908306,38.7590833901,9.1100185686,27.4641711762,0.0,mustard
23.6348222469,6.224799867,30.3347671112,7.5580731866,22.9730773833,0.0,mustard
23.2696821609,7.0648694273,30.2669756397,8.0758467764,27.8194284064,0.0,mustard
22.2341843653,7.2789433678,36.0554242921,8.3193395222,24.8443792883,0.0,mustard
22.7516584953,6.996556386,30.280049212,6.2104043089,23.5740715254,0.0,mustard
23.9454435794,6.0524570964,32.6693148935,7.3450597286,27.4811014111,0.0,mustard
22.683583617,7.3972702388,25.538265948,8.9217237679,22.1511950071,0.0,mustard
22.2159100902,6.8604070606,26.4030780133,6.4212660632,27.4536664586,0.0,mustard
23.6327310371,6.4046933413,30.6751434715,9.5689981859,24.4182897655,0.0,mustard
24.1562342369,6.7617339212,34.660034429,6.8649826661,25.3450053211,0.0,mustard
24.4049305246,7.0151349937,25.8114836948,8.0332708314,22.436057517,0.0,mustard
22.1821095776,7.1975450935,38.7375566718,7.4391763033,22.195359188,0.0,mustard
23.2019927764,7.4798198794,29.2568650732,8.412765921,24.2250888048,0.0,mustard
22.0915717888,6.7874140468,25.28172552,8.7947445284,26.5186930532,0.0,mustard
24.9054378715,6.393354121,33.5868120367,7.5745140608,26.4730221424,0.0,mustard
24.8099576134,7.3413066797,33.2382968817,6.4996565832,22.5334133551,0.0,mustard
24.4692544054,6.3759224247,31.2200398431,8.7481448244,27.0824064963,0.0,mustard
22.3149437457,7.2534051331,38.8323772084,7.8889339409,23.6668248694,0.0,mustard
23.1278888399,7.3034385704,33.0540091647,6.5254731425,26.5997957197,0.0,mustard
24.665262631,6.0886970806,29.7288453319,6.5485397117,22.1912683079,0.0,mustard
24.5394976877,6.7470565394,32.6504969649,6.7332398163,25.8467806,0.0,mustard
22.8783312141,6.738993014,28.378219612,9.3792899957,25.2945826193,0.0,mustard
24.9427868188,6.0746633963,38.0951601049,9.3753113886,26.4157984057,0.0,mustard
24.7690316219,6.7037122366,28.3694251874,8.4347146879,24.8993642211,0.0,mustard
24.3247046367,6.7716928377,30.0619816659,9.9226539186,27.3088815786,0.0,mustard
23.777216496,6.6877378436,26.2432272379,7.3653062489,26.7868518539,0.0,mustard
22.5325320028,7.1167788718,25.087907267,7.0223859047,23.7704495817,0.0,mustard
22.0268054414,6.6248340876,28.3877700531,9.7020186717,23.4305635432,0.0,mustard
22.7569840802,7.4303676495,29.7649694641,8.4667244367,27.0831431142,0.0,mustard
24.7733953743,6.3204468236,32.6959794218,7.4405852784,27.4181674586,0.0,mustard
22.3024481084,6.3800924401,27.0578561162,9.648779185,22.53627632,0.0,mustard
23.730098991,6.685803697,34.9225602118,6.5768893064,23.3198038982,0.0,mustard
24.8446277297,6.2468822601,32.0275101304,7.4583939773,24.7849635414,0.0,mustard
24.6856265615,7.3226675526,29.4714052511,8.7667031554,27.1321705976,0.0,mustard
22.5297467124,7.2915426341,29.842612365,6.2869202093,24.9320889017,0.0,mustard
24.0305668036,6.3884654085,37.5378712223,6.4064950929,23.6813692861,0.0,mustard
22.3333285147,7.4056332081,34.9539340693,6.5816125124,24.1816640458,0.0,mustard
22.6085747375,6.9661738937,30.0029383902,9.3844036734,26.5618981192,0.0,mustard
23.3456663398,6.4270714842,27.3610091209,6.806201541,23.5304034482,0.0,mustard
22.2195579263,6.3679907369,34.0409071062,6.1847734046,25.2417907828,0.0,mustard
24.6210267684,6.42676082,38.6236740765,9.7215459538,25.0972441865,0.0,mustard
23.7057861665,7.3934903503,36.7392336607,6.5095817416,25.4205357516,0.0,mustard
23.3952788876,6.9586632161,31.5824048518,6.7342719279,22.5873239978,0.0,mustard
22.251532535,6.8566383571,28.9889173132,9.29909712,27.3379905998,0.0,mustard
22.9057456971,6.3160592033,29.7635934023,9.1462089577,26.4544253668,0.0,mustard
22.0392265027,6.5386282212,34.8931068951,7.9022705868,23.355047142,0.0,mustard
24.6988754249,7.3136049941,32.6360726887,8.3363655805,26.0459767618,0.0,mustard
23.3967295025,6.0633345323,25.5229816692,9.4448037565,22.3362234118,0.0,mustard
22.4566939204,6.5813785852,25.8809139194,6.0971067194,27.3363132739,0.0,mustard
22.8614952788,7.2106989668,31.5224594844,9.2803591496,27.3788052854,0.0,mustard
22.6250400078,6.3157775155,35.5560701676,8.4262914196,26.4493078989,0.0,mustard
24.416738895,7.0702110307,31.6341499832,8.0676634277,22.4541087081,0.0,mustard
23.5790504359,6.6783414021,34.2632385384,8.799450017,23.1803114468,0.0,mustard
24.1559037427,6.3713675948,30.4319100692,6.814015837,23.2022273374,0.0,mustard
22.4105746046,6.2432199639,38.1195146617,9.7265765674,23.4612298147,0.0,mustard
22.0988353896,7.1254400914,28.9022710797,6.8807864278,22.7282056835,0.0,mustard
23.3192818789,7.2716265014,31.6506798615,7.4899116858,26.8122968274,0.0,mustard
22.0400993086,6.8054699039,27.6189612821,8.3261262837,24.8944806532,0.0,mustard
23.371099624,7.1686812333,26.9738918163,8.9153582871,27.5349243948,0.0,mustard
22.9207658273,7.015475727,27.6607367863,6.2870598313,27.5330556329,0.0,mustard
23.1252231242,7.0067422884,25.9448311398,8.2583660593,23.999019246,0.0,mustard
23.6114045415,7.2329053709,38.830283815,8.4768255194,27.490881029,0.0,mustard
23.0548647193,6.8361629856,26.8468479246,6.5035752462,27.0519046994,0.0,mustard
23.2342606388,6.1738273126,33.4641530305,7.4766463688,24.748006577,0.0,mustard
22.8078896225,6.7496608819,35.537807883,8.7567782791,27.7936436307,0.0,mustard
23.2071353854,6.0450382402,29.2287058453,9.1974787894,23.585042162,0.0,mustard
23.5044650183,6.2980773217,26.704590478,9.9875863313,24.3675061943,0.0,mustard
22.2558352207,6.7549934673,35.6930892872,8.9709624245,26.1285367057,0.0,mustard
22.8835483305,7.2165451691,38.3762644157,7.2503903576,26.376263129,0.0,mustard
24.8430533018,6.1523551219,28.7146273752,7.737071676,24.12175587,0.0,mustard
23.3752291283,6.6888574969,26.860118161,9.4649359828,27.626771141,0.0,mustard
24.2546010445,6.2871135647,38.2911174128,6.3888050522,27.8961033799,0.0,mustard
23.575220515,6.5929624052,36.5243242808,8.1747562021,23.2744960794,0.0,mustard
23.4923594997,7.1660652614,28.254075442,8.3861217997,24.3140950531,0.0,mustard
22.8918736829,6.7011661656,29.8087190974,7.1158898846,25.621502525,0.0,mustard
22.5091097656,6.6263239623,36.0838054699,7.8157811985,26.1706431286,0.0,mustard
22.7593410421,6.4094396137,28.5222682086,6.7247835821,24.1268397327,0.0,mustard
24.0153401278,6.9763632218,34.5807393775,8.8771106043,26.0545368134,0.0,mustard
24.2414651857,7.0205663332,31.2439791631,7.6862736246,26.0063419447,0.0,mustard
24.3828261159,6.536757913,33.3758727739,8.3841386346,25.1382567648,0.0,mustard
23.0288843723,6.4498598169,27.6267904855,6.1796789696,25.4139870176,0.0,mustard
23.36977499,7.317388711,36.3761322247,6.8177346781,25.9941714442,0.0,mustard
22.1202594391,6.535968675,27.0646351962,6.7140983847,27.8915321042,0.0,mustard
24.6127201955,6.4161095661,31.8602610875,9.6100535835,24.4546136479,0.0,mustard
24.0946530871,7.2701582449,33.593706355,7.1653571261,27.5936817634,0.0,mustard
22.560129861,6.8184374308,34.8359215863,8.1984977856,25.6940791502,0.0,mustard
23.1968528108,6.112862726,32.5048959724,8.7332834959,22.971171314,0.0,mustard
24.8240497586,7.0970304334,32.8214840984,9.6869810123,27.8821751667,0.0,mustard
24.9473512917,7.3479850745,30.1126900513,9.9447090151,25.8455949158,0.0,mustard
