avg_year_temp,ph,rainfall,N,P,K,crop
17.896826403,6.6675958439,98.8482481604,13.4563422279,30.6146257532,0.0,cottonlint
26.4315264127,6.3549263722,82.7928483779,11.3184330772,28.1566876846,0.0,cottonlint
29.4152525632,6.7411879687,92.1925769159,10.5294789629,28.5676281985,0.0,cottonlint
26.5825823649,7.3017449993,86.7591645495,10.0634135462,27.4078103765,0.0,cottonlint
33.1592789252,6.1287962628,60.2631827906,11.7706822423,31.1512111903,0.0,cottonlint
17.225938248,7.2925224624,93.701734649,12.9598387044,32.6048119179,0.0,cottonlint
15.0410839139,6.0933322488,79.0816567874,13.217322592,32.865337267,0.0,cottonlint
34.9277852283,7.4653792099,95.7998605712,10.1590715979,27.3391357623,0.0,cottonlint
29.3270282994,6.7958111281,99.08068963,10.710950974,27.2924723797,0.0,cottonlint
30.3922304991,6.7780902627,109.7563230116,24.2991905643,11.978370166,13.9767218023,drychillies
28.9339995197,6.1832115709,119.1116224085,25.361177732,12.1194619243,13.2698015488,drychillies
35.9340524253,6.2733901213,96.4250970659,27.4335325101,12.9778036972,11.5426300047,drychillies
35.028755258,6.1103190806,85.4888861399,23.6052381812,10.6864837711,11.4618709206,drychillies
30.5344148853,6.880165045,97.3811360788,25.3970865769,10.5912175454,13.9644863568,drychillies
39.6207774631,6.4925556947,128.6346004971,22.0507269372,11.2065744957,11.2218867491,drychillies
25.8966066949,6.0629986012,127.3946782958,26.1960252315,13.0695245626,11.1335041075,drychillies
25.9529753576,6.7895909472,83.7129102621,22.3778422867,11.8195386918,11.4761063027,drychillies
20.8022019172,6.6162501672,71.5335193676,24.0543476389,12.4320808726,10.3263128098,drychillies
20.0429893194,6.3832830909,94.3152851506,27.2076010655,10.8496029787,11.6733163802,drychillies
32.225815231,6.3847186581,96.2155830683,23.4666379103,10.720291954,12.8322536614,drychillies
30.6460707011,6.1667519119,63.8481964153,24.7261709756,12.4545047894,11.0713288158,drychillies
24.5050381288,6.8298606655,101.2994170342,27.8910873747,13.1795241467,11.1703236325,drychillies
22.9994139985,6.5732198826,108.3073215234,27.394592025,13.4391197717,10.8291453787,drychillies
22.1974854086,6.1445500554,106.2538956357,26.5419388463,10.5001199418,12.9763210531,drychillies
37.8421410575,6.5375955157,129.6868763614,26.1767333703,12.3545153134,10.9520198502,drychillies
34.9851869789,6.4526211054,126.8680277819,24.9674779935,13.4345825293,11.0776320106,drychillies
32.1494260499,6.6498606648,99.2143206189,26.5409745738,11.5599281785,11.8783440276,drychillies
39.5914299786,6.8127790823,132.430630927,24.1291473986,13.9605295066,10.0839898774,drychillies
23.6077786874,6.9196057863,87.5173210501,25.8345153314,11.1523860283,12.8125813059,drychillies
24.0703551199,6.5325424666,108.3360181644,26.391926887,11.8198802141,13.6565681057,drychillies
23.6311600194,6.5158191945,98.6046733567,26.6914256534,10.4241665689,11.7881618477,drychillies
28.6852927912,6.0566339369,71.283033841,23.6170497884,12.2437852137,10.1175984171,drychillies
31.2631385213,6.0059276676,121.2186858788,23.3501947216,12.9101090815,13.9175325951,drychillies
36.054778589,6.8466932023,102.7448037201,23.4642837359,12.1472713455,10.9626814215,drychillies
21.3938807752,6.906900672,140.731314572,22.5022962412,10.7927806709,12.1961745721,drychillies
36.2856408956,6.3844207277,125.9527938774,24.4019661094,13.3187835081,10.8905372725,drychillies
25.678605829,6.6895417305,79.5213408571,19.5827568389,50.8488651092,0.0,bengalgram
24.846161095,5.931420943,77.3994453071,21.2754635259,51.7224565054,0.0,bengalgram
28.3170237055,6.1747609178,78.1228411498,19.3692802222,47.785560119,0.0,bengalgram
26.711032039,5.933533232,89.7839202715,19.9629192645,50.5566046864,0.0,bengalgram
25.7484019787,5.6557429139,65.0871558271,18.097590181,49.5678533941,0.0,bengalgram
27.3054602984,6.9097518439,84.6944851045,18.9600837639,49.8560024048,0.0,bengalgram
29.6411747192,6.1625516742,68.9948822317,21.5048217302,47.187453551,0.0,bengalgram
25.3875068799,6.8235790113,76.6301575697,19.3500513588,50.1547484741,0.0,bengalgram
24.2931756055,6.5361033884,64.4433160177,19.1830869896,46.1715590024,0.0,bengalgram
26.5638475644,6.2293739456,62.7452505297,20.3147414702,50.0451320444,0.0,bengalgram
29.9792142169,5.6557989144,81.8333188162,20.7543550317,48.9621728828,0.0,bengalgram
26.6527204766,6.8438448721,86.708832521,19.2043622926,47.776511191,0.0,bengalgram
24.0824469388,6.6140706938,64.295480977,18.6997088645,46.4235638801,0.0,bengalgram
28.1504340176,5.6524635782,61.1167888618,21.0242652438,53.3729994768,0.0,bengalgram
29.7236802972,5.6277009424,78.3331656126,21.1806988333,52.8835899896,0.0,bengalgram
27.8824770596,6.8759091027,52.6347091934,8.5661754632,5.3878815024,10.7284732062,groundnut
23.4616775003,6.5609493589,66.0090767214,7.0285884915,5.3760833752,9.1200225928,groundnut
22.6732834592,6.9350972854,59.4723522406,7.7672108276,6.9012601709,9.56270917,groundnut
23.6377509925,6.8695077742,51.6082962362,8.7136826551,5.9041451408,8.2692864502,groundnut
22.9616122964,6.5765722734,62.4604147838,9.5800853581,5.4214367595,9.1063053544,groundnut
24.9542074053,6.5934414594,61.1931733256,8.9563554468,6.0539209276,11.8043294012,groundnut
24.6899938451,6.5031732627,66.3527867456,8.3024044134,5.6509919307,9.2988502989,groundnut
24.7489051162,6.9822444757,72.2397243631,9.477304215,5.7791822463,8.2164974383,groundnut
29.4762272341,6.6738768732,68.6098864374,7.7439210897,6.0738399968,11.0412804273,groundnut
20.0942221215,6.8424031228,54.3573967845,9.7058434704,6.7036927276,8.7498080511,groundnut
20.2863418235,6.7357678073,63.6766036053,6.6763407825,5.2626612876,9.3670699071,groundnut
22.7045689783,6.9779579761,56.858258873,9.2126676344,5.6212520748,8.0488107637,groundnut
29.2104099881,6.769719785,60.4822922252,8.4341593948,6.2749366072,11.2188921682,groundnut
24.1167157116,6.6069770689,52.4498657663,7.1165422721,5.6141571891,11.3552374435,groundnut
26.7203576483,6.6892813764,62.9350000761,8.3290657517,5.7792424155,8.6984879117,groundnut
29.2559144625,6.8779518765,69.2705087419,7.2401354223,6.1722381276,8.185119678,groundnut
28.9407704568,6.8089106115,56.9153324542,7.303644366,6.6434275614,9.3326447643,groundnut
29.7659785957,6.6370807356,51.8780597303,7.1079250528,5.7009798795,10.6478678791,groundnut
23.0417147085,6.8709532231,67.3177092807,9.7178630324,5.9061302536,9.4689577846,groundnut
29.6195994684,6.9894122568,58.9065704661,7.9865897276,5.5822883239,9.7204605711,groundnut
27.0564580298,6.658272518,72.0826550282,9.0411494042,5.3257909993,10.8092249726,groundnut
22.7260990038,6.7001289886,59.301266382,8.6039500913,6.7582793477,9.2071671766,groundnut
22.4828774662,6.9179661676,63.7488255615,6.0470198387,5.2359557461,8.7545037319,groundnut
29.1311621351,6.5646165354,69.0776678989,8.1858677304,5.1282051938,8.0022682126,groundnut
22.0137650156,6.6962264239,69.7841485165,6.808404537,6.5627358836,11.9589304854,groundnut
29.5281965699,6.6072692665,66.0118386426,8.6793186877,6.1302058224,8.6640369087,groundnut
25.9995307036,6.9074759974,74.5671793366,9.6588071841,6.1780958855,10.162823728,groundnut
29.826786958,6.68924829,57.5412186309,7.7392173734,6.9416987414,8.3727216501,groundnut
20.7532497842,6.5229245879,70.2958951226,8.4338409246,6.0505269307,10.4088968874,groundnut
28.5338448164,6.7198281728,58.8744404209,9.7700778579,6.5586389738,10.7333754154,groundnut
26.2501454474,6.6375460186,63.1210546462,8.1859646589,5.171899742,11.6311278777,groundnut
29.7387661668,6.7378343158,74.4875208666,9.0364477306,5.6621302589,8.1724823369,groundnut
27.7001488427,6.8026738866,67.7514027616,9.956028575,6.9153105,10.7972925616,groundnut
23.4128642337,6.6597076893,57.5486184367,6.4204957057,5.4983946288,10.3627196881,groundnut
28.8551395765,6.6424068893,63.0495226774,9.7890744746,5.789966995,11.9367369915,groundnut
29.4812270702,6.730392313,62.7742455546,9.8358710216,5.6802986102,8.6513513475,groundnut
29.8497943091,6.6192053639,62.7143308084,6.6751008146,6.6849607738,8.6612391717,groundnut
29.929328963,6.8863368538,62.3959054802,8.8234007976,5.9839706535,8.9588973728,groundnut
28.4426756047,6.7461174198,35.6630227599,18.7302317616,8.2018333206,8.2017222141,jowar
27.5652566087,6.1519896411,35.7788213191,18.8411091907,6.4865779026,8.4839028594,jowar
31.1885937913,7.3599845265,33.8685848037,20.8848594444,8.2900776916,10.0979809571,jowar
28.4105995893,6.143458831,46.6196768496,18.7171796902,6.7269916022,8.2214826901,jowar
31.9396472742,6.9052386985,35.9566269595,21.8507774817,6.1358851901,11.3923088325,jowar
28.6960394842,6.4048567612,64.0969343694,21.4769425506,7.7542076138,9.0764543741,jowar
31.4853116005,6.6076993255,60.9054796416,20.1001345802,7.205901025,9.463476481,jowar
25.5523775194,6.6189473953,53.5726663639,20.3973121694,7.7552494947,11.4747103979,jowar
27.3035721451,7.0678827762,60.9341251415,18.7668891956,9.8971495247,8.0372060795,jowar
30.8949212343,6.5579808327,62.9763588341,21.0838249368,7.3851380493,9.5614864057,jowar
27.2877872327,6.6550273588,33.9473473548,20.1345275496,8.3092994689,11.975232906,jowar
30.3943840229,6.03546098,31.5225087353,18.4008653251,7.1926714392,11.9475819107,jowar
28.6249351738,6.759916492,61.1780396692,19.8258070529,9.551193839,9.5329378105,jowar
29.8539421156,7.2819903119,56.9137584242,18.4541130896,8.4535706242,10.1936078154,jowar
30.3768387075,6.3589745989,47.4448500167,18.1764886226,8.538618318,8.760711904,jowar
28.8830269684,6.9982345268,33.6653784377,20.0380545238,6.8812978788,10.7872408871,jowar
28.2482238031,6.2402902477,60.4399874753,21.8300195437,8.8122053478,9.8489038377,jowar
25.5821677977,6.3228821165,51.5942881063,18.3904802375,7.1164305515,11.19668954,jowar
30.9841611334,6.7831045168,49.5285106455,20.1324684707,6.3026829093,10.9395424796,jowar
31.8243657268,6.7207001757,55.3578361179,18.1925303889,9.0929580624,10.6064447529,jowar
29.1616899956,6.0366838533,41.9361804694,20.6843329282,9.2576997461,8.9344669746,jowar
26.0934761176,6.2535228168,47.4508180011,18.7328656831,9.2620562324,10.3032425769,jowar
28.4897653312,6.4444720615,57.5643864384,18.0520954888,9.9296646382,9.3847104389,jowar
28.7094787537,6.3935138233,34.3666940445,20.1397831129,6.4990930356,11.1990282182,jowar
27.6987460046,6.5152730863,56.0299714793,20.0677541999,6.7253300531,8.9288005544,jowar
30.0651514599,6.262266056,36.3403067406,21.5013717496,8.507122052,9.9745783073,jowar
26.9839627038,7.169759473,62.7084091924,18.0382959263,8.4493450332,10.2455247908,jowar
30.0758054768,6.4666236862,40.8463971229,21.8059841148,6.8173146831,10.9052231133,jowar
29.8050951578,7.1847335863,45.9961059114,21.3817173756,6.7769920279,11.3332481572,jowar
28.8248255828,7.1822116433,49.2129239873,19.2624820782,8.9636917536,10.4721801363,jowar
26.0631349233,7.1669978215,49.9911301224,21.0977578179,8.6571018913,9.9456842456,jowar
28.791811438,6.6193900732,56.6640931146,21.2124540586,8.8146347394,11.7585656247,jowar
29.3490706357,6.0323574429,45.4947439198,21.1075580063,8.9777457519,10.4139198865,jowar
28.7430964104,7.275674295,60.9993850036,19.0073752884,9.1917360662,8.2738068203,jowar
27.4797484864,6.3588126897,53.2526542021,20.1641745259,7.8291137359,9.9380200459,jowar
27.9442430617,6.709174948,75.381995103,42.4944020172,15.028518283,10.1375110876,maizekharif
27.1841790525,5.5662205447,70.4116258863,45.3810767869,19.4611368548,9.3321091835,maizekharif
26.92519001,6.1292953642,78.4614171093,45.4328411049,15.2607727858,9.9328582048,maizekharif
25.2430460816,7.4635717556,82.9536671438,40.0559782273,16.9997451325,11.1100946025,maizekharif
29.7435151284,6.6512382478,106.138873358,40.5148210196,20.4145965617,10.2315580778,maizekharif
29.3382000526,7.220395516,105.2655604391,41.4817081766,15.4533478268,9.5520925466,maizekharif
27.1525536074,6.9247165747,70.3744836401,40.4534503398,18.3987240043,8.9111902951,maizekharif
25.7999761692,7.0057655739,101.656135306,43.8575958974,17.5797604325,8.6677764236,maizekharif
28.8632784504,6.461034492,83.1426030408,41.7278117601,15.6249321946,11.3335767979,maizekharif
25.4383152916,6.5647791431,76.0529251175,40.6649250553,15.2635123761,9.104757899,maizekharif
25.0378193195,6.5919913954,61.25126002,43.2226733184,18.8778290645,10.5191589443,maizekharif
26.6011766655,5.9257024211,99.7374111492,42.3829068812,16.3613862853,8.461131298,maizekharif
27.4768776683,7.3668282241,60.9171243096,44.5302457735,15.8197565979,8.4825314908,maizekharif
25.1089724593,5.6914543436,105.6594337219,42.9453954477,15.3712538362,8.3128186152,maizekharif
25.6112771389,7.3155959949,79.2321509411,45.4952458892,16.9671600147,8.9272034369,maizekharif
29.0296714529,5.8847416261,94.5315626054,40.0249700324,16.990475381,11.8779391204,maizekharif
28.6636906941,7.4931071216,64.4971864054,42.4483095682,20.9175527045,8.2124673675,maizekharif
26.5044679729,5.9036485704,66.9990461626,44.7640728263,19.6521652424,10.4682900187,maizekharif
28.9292607389,7.0438318379,73.2627525748,43.4704218754,18.826889093,8.8367355128,maizekharif
28.6439426144,7.0025141484,64.3334025458,42.9565827449,20.7162831181,9.9935025595,maizekharif
26.2995955859,6.8271384015,64.1548371903,43.1130493755,20.1258082693,9.9924900787,maizekharif
25.5611851677,5.953226306,91.3528082374,41.7713472418,17.1087687702,9.4704902854,maizekharif
29.2974381342,7.2596001604,72.5894713676,44.7437191655,20.9303507034,8.8908347445,maizekharif
27.4130970995,5.538678498,109.8021317817,44.9420874584,15.540324584,9.077472157,maizekharif
28.2772324531,7.0490899418,68.3390814729,42.7555975407,17.2507807554,10.3713716857,maizekharif
26.5621789585,5.777649461,84.2086100284,40.2626336057,18.2606194775,8.3584891164,maizekharif
28.183812146,7.0230701157,85.8379413871,42.2765205577,18.7876936059,9.7594031567,maizekharif
26.4898787471,5.608428713,92.8922994178,45.6420974784,16.7673964677,10.717376148,maizekharif
26.4579163563,5.6718298824,104.4254002289,45.7746685719,20.9429617051,8.6078548161,maizekharif
26.1626916955,6.2083439535,78.2017645206,44.1519056852,20.437547444,9.6576282891,maizekharif
26.7415924684,5.9541475303,73.0208347131,41.8391551136,20.7927956327,8.6743892086,maizekharif
29.4118567858,6.1962833435,66.6307010886,45.2303973286,16.4896958751,9.107869478,maizekharif
29.3439111561,7.1695034222,107.0705695818,40.46322756,17.8847616459,10.3633441016,maizekharif
25.4189646236,6.2145200678,98.9175753564,45.7600277332,18.020387731,8.318830967,maizekharif
25.8323653685,6.4971381782,99.6074971091,43.3267989244,16.4497770402,8.5278837177,maizekharif
29.8393895833,7.4339207239,108.2096347851,45.7248002609,16.5304590439,11.3200071554,maizekharif
25.9039432587,5.8315016248,105.9643878288,41.2097825641,16.4063306119,11.7415425962,maizekharif
28.185134799,6.2183024752,77.2865156779,44.2769313237,16.9713284093,11.8723312402,maizekharif
29.0324504489,7.3910109431,87.2781093346,42.324917196,19.9091976935,9.7127749869,maizekharif
28.7370078602,6.1494192208,85.1760662008,41.6377949369,20.9196536877,11.1015061005,maizekharif
26.2241794109,6.5628325562,169.6380167893,21.9655944804,65.659797331,10.7065902666,maizerabi
24.1617308201,5.5174608387,124.0425790607,22.1646899101,72.9093993436,11.598866075,maizerabi
21.9623300517,5.7844941539,249.8003271192,24.6833393825,73.010322608,12.5563370656,maizerabi
25.8167808861,6.6679127178,253.4049513574,21.2328007164,72.280763072,10.0879210483,maizerabi
24.7540102165,6.1102447778,123.9823419248,21.4972104082,74.7504910834,13.5692713437,maizerabi
24.4103433053,6.5655178044,180.9086015325,25.2771509461,66.8103923499,13.8445189095,maizerabi
22.6933385523,5.691879915,291.8325329428,21.7914854425,71.2053046184,11.7671284695,maizerabi
22.9884467131,5.9423490818,119.4118345461,23.1200719004,67.1867926078,11.665267743,maizerabi
26.4066884176,7.2037801929,88.7624027663,26.0114028649,68.9080904171,13.08595708,maizerabi
21.409397678,5.943233015,186.0771664503,21.5695437673,72.6220836601,10.5445402094,maizerabi
24.9616414652,6.7423606905,61.4759319624,21.8138759185,71.3699976815,10.275784931,maizerabi
25.0902205377,6.25629595,206.975275465,21.3137014804,69.5316126604,10.1224141267,maizerabi
21.1526273026,5.9773910664,240.9735561428,26.3789163296,66.9273502995,10.433557942,maizerabi
22.4684098588,6.1818682821,139.156326997,23.7282462524,71.6559422291,10.483104181,maizerabi
21.449135427,6.5564505224,245.5658150575,21.7998515492,74.4269404313,13.0884519632,maizerabi
24.0278102358,6.5256057978,235.5889556767,25.2727594822,72.4911056519,13.6554947693,maizerabi
24.127029524,7.063840851,160.0766324272,24.5191905214,68.4973223657,10.1233276268,maizerabi
21.5459139754,5.8377156702,93.5491802014,23.3326939416,65.6617995061,13.9343552861,maizerabi
22.7102728166,5.8318252034,232.6410489021,22.8406826785,66.8344567757,13.2909340256,maizerabi
21.579522085,6.5967985179,69.3953856469,24.9151513015,67.0415818647,12.9093280451,maizerabi
21.9308930584,7.1436084944,98.6663489228,23.4112756596,65.908705456,13.1298272506,maizerabi
26.2644216175,7.3668339399,240.480845626,22.5952258373,70.7527391282,10.0173724267,maizerabi
24.8297763496,6.5111458617,107.8209297034,25.1735980356,69.1771367383,13.8394141477,maizerabi
25.3839549261,5.510417984,66.8764479832,22.1806306851,72.125823348,12.0544630137,maizerabi
23.8964441054,7.0784354337,186.291331017,23.9920288929,73.508416105,12.508917744,maizerabi
21.6970493497,5.9624874873,194.1152698419,23.6579537993,67.2359389413,11.0696061546,maizerabi
22.4815737288,6.1914032629,295.2579704455,25.0190576883,69.6666352563,13.8288046199,maizerabi
23.7204643061,7.1561658278,161.6486673471,21.5299512873,69.8364068075,10.1865196658,maizerabi
23.8948264173,5.8761444445,177.8562776246,24.5569404401,71.0088875389,11.7824427714,maizerabi
21.8667110578,6.7418248092,294.2789872372,23.5652056424,67.3395311435,12.2966782916,maizerabi
25.0401769315,6.6369174412,218.8973582442,24.6889237889,70.9788029034,11.6502173028,maizerabi
24.7546718573,6.2303704064,284.358040404,25.559323381,70.8114316516,11.0724854397,maizerabi
